day,g10t,dryb,rad,rain,relh,sun,tmax,tmin,windrun
2019-04-13,6.6,5.6,1475.0,0.4,72.0,7.3,9.2,-1.5,197.0
2019-04-14,6.2,6.1,1325.0,0.0,68.0,6.6,9.3,-1.2,229.0
2019-04-15,6.6,8.9,2011.0,0.0,58.0,11.0,12.7,1.4,225.0
2019-04-16,7.6,12.2,1173.0,0.0,69.0,4.5,15.6,3.9,110.0
2019-04-17,8.5,8.7,1723.0,0.0,89.0,8.3,17.4,4.2,143.0
2019-04-18,9.3,12.3,1842.0,0.0,84.0,10.3,19.8,5.7,176.0
2019-04-19,9.5,13.2,2133.0,0.0,68.0,12.0,21.9,6.7,157.0
2019-04-20,9.8,14.5,2228.0,0.0,61.0,13.2,22.0,6.5,117.0
2019-04-21,9.8,16.5,2249.0,0.0,53.0,13.2,22.0,5.8,129.0
2019-04-22,10.0,16.2,2007.0,0.0,53.0,10.0,22.9,4.3,171.0
2019-04-23,11.1,14.1,1272.0,0.0,68.0,4.6,19.3,9.8,134.0
2019-04-24,11.2,15.6,1177.0,1.0,71.0,5.1,17.8,8.7,215.0
2019-04-25,10.9,12.1,1472.0,0.6,70.0,4.5,15.6,6.9,178.0
2019-04-26,10.6,11.9,1370.0,1.6,70.0,3.9,15.4,4.0,321.0
2019-04-27,10.2,8.3,1042.0,1.2,71.0,2.5,11.8,6.1,412.0
2019-04-28,9.7,9.4,1021.0,0.0,78.0,2.5,12.2,5.5,159.0
2019-04-29,9.4,7.1,1072.0,0.2,98.0,1.3,13.4,2.4,89.0
2019-04-30,9.9,11.3,1710.0,0.0,71.0,7.9,16.2,3.5,88.0
2019-05-01,10.2,11.7,1391.0,0.0,76.0,4.5,16.5,3.3,141.0
2019-05-02,11.2,12.5,1339.0,0.6,69.0,4.6,14.1,8.5,123.0
2019-05-03,10.5,8.8,847.0,3.8,83.0,0.8,12.9,5.0,197.0
2019-05-04,9.4,7.7,2109.0,1.2,62.0,9.2,10.0,3.1,257.0
2019-05-05,8.5,7.9,1338.0,0.0,63.0,5.1,10.7,0.7,132.0
2019-05-06,9.5,8.5,1396.0,0.0,58.0,4.1,11.4,3.6,122.0
2019-05-07,9.5,11.4,1516.0,7.2,62.0,4.7,14.4,2.9,153.0
2019-05-08,10.0,9.8,836.0,14.6,96.0,2.1,13.9,7.1,145.0
2019-05-09,10.7,11.8,838.0,4.0,82.0,0.7,12.2,7.5,114.0
2019-05-10,10.8,10.3,1728.0,0.6,77.0,5.9,15.2,6.8,134.0
2019-05-11,11.3,9.7,1825.0,0.0,87.0,5.5,14.4,7.2,136.0
2019-05-12,10.1,12.2,2264.0,0.0,61.0,11.4,15.8,1.8,110.0
2019-05-13,10.3,11.8,2641.0,0.0,62.0,14.3,16.1,2.0,146.0
2019-05-14,10.6,13.7,2676.0,0.0,58.0,14.5,17.0,3.1,169.0
2019-05-15,11.0,13.9,2378.0,0.0,67.0,13.0,17.9,4.0,142.0
2019-05-16,11.2,13.8,2328.0,0.0,62.0,11.5,16.6,4.6,244.0
2019-05-17,11.6,11.2,403.1,1.4,84.0,0.0,13.4,6.5,133.0
2019-05-18,11.7,11.4,1065.0,2.2,88.0,1.8,16.0,9.5,63.0
2019-05-19,11.5,11.8,1587.0,0.0,90.0,4.6,17.3,5.2,126.0
2019-05-20,12.8,15.0,1771.0,0.0,69.0,6.7,18.5,9.8,131.0
2019-05-21,12.2,14.2,2668.0,0.0,66.0,12.8,18.7,7.3,125.0
2019-05-22,12.8,14.0,2197.0,0.0,56.0,9.9,19.8,7.7,117.0
2019-05-23,13.0,16.1,2372.0,0.0,57.0,11.5,22.0,5.8,118.0
2019-05-24,13.4,16.2,2021.0,0.0,65.0,8.5,20.2,8.6,142.0
2019-05-25,14.2,16.5,2145.0,0.0,70.0,6.9,20.6,10.8,167.0
2019-05-26,15.2,16.8,1354.0,2.0,78.0,3.9,19.0,13.6,194.0
2019-05-27,13.4,13.5,1456.0,0.2,74.0,3.7,16.7,6.4,192.0
2019-05-28,13.5,12.1,1486.0,3.6,69.0,4.7,15.2,7.4,108.0
2019-05-29,13.4,13.1,1293.0,1.0,75.0,6.0,18.2,6.3,212.0
2019-05-30,14.0,18.1,2279.0,0.2,73.0,9.5,22.2,10.4,229.0
2019-05-31,14.6,15.3,1457.0,0.2,83.0,4.1,19.1,10.1,139.0
2019-06-01,14.1,18.6,2533.0,0.0,63.0,13.4,24.7,8.6,116.0
2019-06-02,15.7,21.6,1804.0,0.0,58.0,8.1,24.5,13.5,221.0
2019-06-03,14.5,15.2,1976.0,0.2,62.0,7.1,19.4,8.0,139.0
2019-06-04,14.1,14.1,745.0,1.6,67.0,0.9,16.1,7.6,144.0
2019-06-05,13.6,13.9,1528.0,0.6,66.0,4.2,16.7,9.3,126.0
2019-06-06,12.9,14.4,2467.0,1.0,59.0,11.0,18.3,5.5,175.0
2019-06-07,13.4,12.9,795.0,7.6,88.0,1.0,15.3,7.4,209.0
2019-06-08,13.3,11.1,1712.0,0.2,91.0,4.7,17.0,10.3,219.0
2019-06-09,12.5,14.5,2208.0,3.8,62.0,9.0,18.4,4.9,97.0
2019-06-10,13.8,11.0,436.9,22.0,93.0,0.0,12.1,10.0,271.0
2019-06-11,12.9,11.9,525.4,1.2,97.0,0.3,12.9,8.6,207.0
2019-06-12,12.9,12.2,792.0,6.4,84.0,0.2,13.2,9.3,95.0
2019-06-13,13.2,11.4,711.0,8.2,92.0,0.0,14.7,10.1,180.0
2019-06-14,13.4,14.6,1885.0,0.0,79.0,6.6,18.0,10.6,149.0
2019-06-15,13.5,16.4,1571.0,0.6,68.0,5.8,17.3,9.2,156.0
2019-06-16,13.5,13.4,1702.0,1.0,94.0,4.5,19.2,7.8,192.0
2019-06-17,14.1,16.0,2269.0,0.0,65.0,9.6,19.6,10.7,128.0
2019-06-18,14.4,16.5,1365.0,9.2,73.0,4.4,18.7,7.8,96.0
2019-06-19,15.2,15.5,1125.0,3.4,87.0,1.9,18.8,12.8,116.0
2019-06-20,15.1,15.7,1941.2,0.0,70.0,7.1,18.5,11.4,126.0
2019-06-21,14.1,15.0,2298.2,0.0,62.0,9.9,19.4,8.4,69.0
2019-06-22,14.9,18.0,2456.1,0.0,51.0,11.2,21.6,7.7,155.0
2019-06-23,15.7,19.6,1407.4,0.0,73.0,2.9,23.4,9.6,156.0
2019-06-24,17.3,23.0,1215.3,3.6,70.0,1.4,23.2,15.2,82.0
2019-06-25,17.8,19.1,803.0,0.2,90.0,0.0,19.8,17.4,205.0
2019-06-26,16.4,14.3,1134.5,0.0,92.0,0.7,17.6,13.6,297.0
2019-06-27,15.6,16.4,2829.3,0.0,66.0,14.2,22.2,11.2,281.0
2019-06-28,16.4,16.8,2709.9,0.0,73.0,13.2,23.4,11.7,197.0
2019-06-29,17.6,23.4,2768.9,0.0,63.0,13.7,32.7,13.1,187.0
2019-06-30,18.0,18.7,2461.5,0.0,66.0,11.1,22.4,13.5,241.0
2019-07-01,17.0,16.3,1874.7,0.0,61.0,6.7,19.9,12.0,162.0
2019-07-02,16.3,16.4,1860.1,0.0,63.0,6.5,20.2,8.1,125.0
2019-07-03,15.6,18.6,2681.7,0.0,51.0,13.1,21.8,9.9,120.0
2019-07-04,15.7,18.8,2786.0,0.0,51.0,13.9,24.2,7.8,108.0
2019-07-05,17.6,20.1,2682.5,0.0,55.0,13.1,24.9,14.3,132.0
2019-07-06,17.3,19.1,1112.7,2.8,68.0,0.7,19.7,12.3,118.0
2019-07-07,17.0,15.0,1875.1,0.0,77.0,6.8,20.9,13.0,105.0
2019-07-08,16.5,17.4,1836.6,0.0,58.0,6.5,22.0,9.4,137.0
2019-07-09,17.3,17.2,1223.6,0.0,69.0,1.6,21.9,14.2,90.0
2019-07-10,18.2,20.4,1682.9,0.0,62.0,5.3,24.7,15.2,139.0
2019-07-11,18.3,19.4,1941.7,0.0,64.0,7.4,24.0,15.1,149.0
2019-07-12,18.2,19.2,2116.1,0.0,70.0,0.0,22.3,14.9,120.0
2019-07-13,17.7,17.5,1382.0,2.4,73.0,3.0,19.9,12.9,130.0
2019-07-14,17.0,14.5,1338.5,0.0,89.0,2.7,20.9,12.3,160.0
2019-07-15,16.0,14.8,1773.7,0.0,74.0,6.2,20.8,8.7,105.0
2019-07-16,15.9,20.8,2143.0,0.0,57.0,9.2,25.5,8.1,85.0
2019-07-17,17.5,21.3,1923.6,2.0,59.0,7.4,22.9,10.9,115.0
2019-07-18,17.6,17.4,1583.9,0.0,90.0,4.4,21.8,13.7,148.0
2019-07-19,16.4,16.3,548.4,12.0,76.0,0.1,19.0,10.2,174.0
2019-07-20,17.3,18.8,1705.6,1.2,85.0,5.5,22.6,15.9,219.0
2019-07-21,16.4,18.9,1690.5,0.0,67.0,7.8,22.3,10.6,204.0
2019-07-22,18.1,21.9,2094.9,0.0,71.0,7.4,27.5,15.1,134.0
2019-07-23,18.1,24.1,2553.9,2.2,62.0,13.4,31.8,14.3,176.0
2019-07-24,19.8,25.7,2445.9,0.0,64.0,11.0,30.7,18.3,149.0
2019-07-25,19.4,29.2,2202.6,4.2,43.0,10.4,36.7,17.6,157.0
2019-07-26,19.7,18.4,858.0,7.6,92.0,0.8,24.2,18.0,111.0
2019-07-27,18.6,17.0,532.3,2.2,96.0,0.0,18.5,15.5,178.0
2019-07-28,17.7,14.6,996.2,0.0,94.0,1.6,20.6,14.4,149.0
2019-07-29,16.4,19.1,2492.0,0.0,57.0,11.5,24.3,10.5,167.0
2019-07-30,17.6,18.5,942.6,8.4,74.0,2.9,18.4,13.9,256.0
2019-07-31,17.1,17.6,1223.5,0.0,79.0,2.8,22.1,15.1,202.0
2019-08-01,17.3,18.4,1639.2,0.0,76.0,5.0,24.1,15.5,150.0
2019-08-02,17.7,18.1,1657.4,0.0,79.0,5.2,23.6,14.4,131.0
2019-08-03,17.3,19.2,1675.5,0.0,72.0,7.9,23.6,12.6,98.0
2019-08-04,17.6,20.7,1407.7,0.0,70.0,5.6,24.9,12.5,160.0
2019-08-05,17.6,17.5,1668.7,0.0,89.0,5.1,24.1,14.8,214.0
2019-08-06,17.6,18.8,1429.3,1.0,67.0,4.9,22.7,13.6,203.0
2019-08-07,17.2,17.5,1782.9,0.0,77.0,7.3,22.2,13.5,204.0
2019-08-08,16.7,19.2,2013.1,5.0,63.0,9.2,23.8,10.9,163.0
2019-08-09,18.3,20.6,1477.5,3.0,87.0,4.5,23.7,16.6,334.0
2019-08-10,17.5,18.7,1380.3,3.2,67.0,4.8,21.4,16.0,357.0
2019-08-11,16.2,17.9,1490.6,5.8,64.0,6.4,21.0,13.3,156.0
2019-08-12,16.5,15.1,1169.3,0.0,81.0,3.0,18.8,12.0,132.0
2019-08-13,14.7,15.5,2025.7,2.8,63.0,9.9,20.9,7.8,148.0
2019-08-14,15.5,14.2,394.5,9.6,94.0,0.0,18.0,10.6,220.0
2019-08-15,15.9,17.9,1927.4,0.0,68.0,8.1,21.2,13.4,196.0
2019-08-16,15.4,16.3,527.4,9.6,82.0,0.0,17.4,10.0,237.0
2019-08-17,15.9,17.3,1838.8,1.2,77.0,8.5,21.9,13.0,189.0
2019-08-18,16.2,14.8,1587.1,0.8,89.0,5.1,20.6,12.0,224.0
2019-08-19,15.5,16.9,1703.3,0.2,72.0,7.5,20.6,10.6,193.0
2019-08-20,14.6,15.8,1724.4,0.0,68.0,8.5,19.9,7.9,147.0
2019-08-21,14.7,16.9,1836.8,0.0,72.0,9.2,21.5,9.0,137.0
2019-08-22,15.1,17.3,1593.0,0.0,70.0,6.9,22.5,9.7,153.0
2019-08-23,16.0,19.4,2042.5,0.0,72.0,11.4,26.0,12.1,85.0
2019-08-24,16.2,20.3,1925.0,0.0,71.0,11.4,28.3,10.4,85.0
2019-08-25,16.9,24.1,2031.0,0.0,57.0,11.2,31.4,13.0,91.0
2019-08-26,17.7,25.1,2013.5,0.0,50.0,12.0,31.5,13.4,95.0
2019-08-27,18.0,25.1,1766.7,0.8,53.0,9.4,31.3,14.5,101.0
2019-08-28,18.5,19.5,1544.1,2.0,70.0,5.6,24.4,16.2,181.0
2019-08-29,17.0,15.9,1779.1,0.2,70.0,8.1,21.7,10.1,170.0
2019-08-30,16.5,17.6,1405.7,0.0,75.0,7.7,23.4,11.9,174.0
2019-08-31,16.8,17.7,1339.4,0.0,69.0,5.9,21.9,12.8,172.0
2019-09-01,15.4,15.7,1763.2,0.0,60.0,8.7,19.5,9.8,171.0
2019-09-02,14.4,15.8,1618.4,0.0,65.0,7.4,20.8,6.1,229.0
2019-09-03,15.9,17.2,1466.1,4.6,59.0,5.4,21.4,13.4,227.0
2019-09-04,16.4,16.3,1518.3,0.0,80.0,5.6,19.0,14.0,298.0
2019-09-05,14.4,12.3,1617.7,0.0,67.0,7.7,17.4,10.1,174.0
2019-09-06,13.6,13.4,831.3,0.2,77.0,2.1,17.2,8.1,196.0
2019-09-07,13.8,13.6,1208.6,0.0,80.0,5.0,16.9,9.8,189.0
2019-09-08,12.7,11.6,1677.2,0.0,75.0,8.6,17.2,6.6,100.0
2019-09-09,13.7,13.1,508.0,0.4,84.0,0.0,14.9,9.9,78.0
2019-09-10,13.6,14.1,941.7,0.2,80.0,3.3,17.9,8.0,156.0
2019-09-11,14.3,15.5,948.9,0.0,85.0,3.5,22.3,12.2,221.0
2019-09-12,15.0,17.5,743.8,0.0,81.0,3.3,24.2,11.9,204.0
2019-09-13,15.3,14.9,1792.2,0.0,65.0,11.4,19.9,11.3,103.0
2019-09-14,13.2,15.5,1718.5,0.0,66.0,11.0,22.5,5.4,108.0
2019-09-15,14.1,19.1,1626.9,0.0,57.0,9.7,24.3,10.2,123.0
2019-09-16,15.9,16.6,507.5,0.0,85.0,0.4,17.8,14.7,121.0
2019-09-17,13.7,13.2,1674.7,0.0,64.0,11.1,17.8,7.4,133.0
2019-09-18,12.4,12.9,1624.0,0.0,64.0,11.1,18.2,4.9,71.0
2019-09-19,12.6,15.5,1568.7,0.0,60.0,10.4,20.6,5.6,79.0
2019-09-20,12.8,15.7,1584.0,0.0,68.0,9.6,20.5,6.8,255.0
2019-09-21,13.2,16.9,1583.0,0.4,57.0,10.5,24.0,10.5,180.0
2019-09-22,14.9,18.2,475.1,1.8,85.0,0.6,21.4,13.8,135.0
2019-09-23,14.5,15.6,925.3,28.6,76.0,4.1,19.6,12.8,204.0
2019-09-24,15.4,16.0,776.5,2.0,96.0,4.1,19.2,14.2,206.0
2019-09-25,15.2,16.0,563.5,6.8,93.0,1.2,18.5,14.2,187.0
2019-09-26,15.6,15.8,1071.9,0.2,75.0,5.3,19.3,14.0,228.0
2019-09-27,13.8,15.3,934.2,1.6,79.0,5.1,18.3,11.5,266.0
2019-09-28,13.3,14.7,747.1,14.8,85.0,2.4,18.1,10.4,290.0
2019-09-29,14.8,16.7,707.9,1.6,92.0,2.3,19.0,13.1,240.0
2019-09-30,13.1,12.4,690.5,11.8,89.0,2.7,16.4,8.9,153.0
2019-10-01,14.7,16.2,595.0,7.6,86.0,1.9,17.0,12.4,216.0
2019-10-02,11.7,8.8,1201.0,0.0,78.0,8.5,12.7,5.5,133.0
2019-10-03,9.9,6.8,522.5,3.4,95.0,0.7,13.3,1.5,186.0
2019-10-04,12.3,13.3,670.0,0.2,75.0,2.5,15.3,6.8,152.0
2019-10-05,12.7,12.6,528.9,18.2,86.0,0.4,15.0,10.1,167.0
2019-10-06,13.1,13.4,861.4,0.6,88.0,4.1,16.0,10.7,205.0
2019-10-07,12.2,10.6,414.2,2.2,96.0,0.5,14.0,8.3,157.0
2019-10-08,12.3,12.6,733.3,2.6,89.0,3.8,16.1,9.5,223.0
2019-10-09,11.7,11.3,923.3,0.2,81.0,6.1,14.0,8.7,244.0
2019-10-10,10.8,11.8,653.8,1.6,81.0,3.4,15.2,7.1,324.0
2019-10-11,13.3,14.8,236.3,7.4,87.0,0.0,15.8,11.8,225.0
2019-10-12,12.3,10.4,270.4,14.4,97.0,0.0,14.6,9.9,116.0
2019-10-13,12.6,14.6,325.3,3.8,96.0,1.1,15.7,10.2,170.0
2019-10-14,11.8,10.8,140.3,2.4,99.0,0.0,15.1,8.5,209.0
2019-10-15,12.4,11.1,580.7,2.6,92.0,3.0,15.4,9.9,116.0
2019-10-16,12.4,12.8,530.4,0.2,95.0,2.3,14.2,9.1,118.0
2019-10-17,10.2,11.1,604.5,12.6,85.0,3.9,14.1,5.1,143.0
2019-10-18,10.9,10.2,839.6,0.8,88.0,6.3,14.1,8.6,226.0
2019-10-19,10.3,10.3,747.5,0.0,88.0,5.4,13.8,7.7,133.0
2019-10-20,9.0,8.6,506.0,4.0,89.0,2.5,11.4,4.4,247.0
2019-10-21,10.8,10.0,300.5,0.2,96.0,0.0,11.7,8.5,144.0
2019-10-22,10.0,8.3,837.3,0.0,98.0,6.4,13.9,5.6,67.0
2019-10-23,8.3,6.8,428.6,0.2,100.0,1.2,13.2,1.5,75.0
2019-10-24,11.3,11.2,133.1,9.8,98.0,0.4,11.5,6.8,120.0
2019-10-25,9.8,10.1,237.1,3.2,98.0,0.0,15.7,7.5,369.0
2019-10-26,12.4,14.3,115.6,6.4,91.0,0.0,15.1,10.1,215.0
2019-10-27,8.9,5.9,781.9,0.2,82.0,6.9,11.0,3.6,98.0
2019-10-28,7.3,6.0,700.5,0.0,90.0,5.6,9.6,0.8,179.0
2019-10-29,8.1,5.2,554.3,0.0,90.0,3.1,11.0,3.5,175.0
2019-10-30,8.1,8.0,598.9,0.0,79.0,4.7,11.5,5.0,186.0
2019-10-31,7.7,6.8,588.3,4.8,93.0,6.3,11.9,3.2,150.0
2019-11-01,9.3,11.9,184.9,5.2,99.0,0.2,14.7,5.6,233.0
2019-11-02,10.2,10.3,317.4,11.0,81.0,1.5,12.8,8.8,279.0
2019-11-03,9.1,6.9,294.6,1.8,93.0,1.0,11.0,5.0,96.0
2019-11-04,9.4,7.9,366.3,0.2,97.0,0.9,11.0,5.8,102.0
2019-11-05,9.2,8.9,232.1,2.0,99.0,0.7,11.7,5.6,200.0
2019-11-06,7.7,4.1,480.8,9.2,95.0,3.9,8.9,1.2,147.0
2019-11-07,8.7,6.7,461.4,0.0,91.0,2.7,9.8,4.1,120.0
2019-11-08,6.1,3.8,242.6,0.8,100.0,0.8,7.5,-0.9,148.0
2019-11-09,5.8,1.4,333.0,10.8,100.0,2.6,6.7,-1.2,225.0
2019-11-10,6.9,5.2,519.7,5.2,94.0,5.1,9.2,1.3,132.0
2019-11-11,7.0,5.5,446.1,0.0,87.0,3.5,8.4,2.3,272.0
2019-11-12,5.7,4.8,344.5,0.0,80.0,3.2,7.3,2.1,256.0
2019-11-13,6.0,4.1,463.9,15.2,93.0,3.8,9.2,2.4,208.0
2019-11-14,6.6,3.7,227.2,1.0,97.0,0.6,6.6,3.5,138.0
2019-11-15,6.3,5.4,170.7,4.0,97.0,0.0,7.6,2.4,258.0
2019-11-16,6.2,3.8,243.9,0.0,98.0,0.8,7.4,3.0,46.0
2019-11-17,5.6,2.4,363.2,0.6,100.0,2.6,8.6,1.1,153.0
2019-11-18,6.2,5.3,414.3,0.0,90.0,4.1,7.5,2.5,120.0
2019-11-19,4.1,-0.2,247.7,0.2,99.0,0.9,4.8,-2.8,64.0
2019-11-20,4.1,3.1,380.6,0.2,90.0,5.0,6.7,-0.2,237.0
2019-11-21,4.9,3.2,129.9,3.2,95.0,0.0,7.1,2.4,231.0
2019-11-22,6.0,6.6,214.0,0.6,98.0,1.0,8.7,3.2,267.0
2019-11-23,6.9,8.1,106.8,1.8,98.0,0.0,9.6,6.6,113.0
2019-11-24,7.3,6.9,118.3,0.2,99.0,0.0,10.1,6.3,145.0
2019-11-25,8.0,9.1,90.2,3.6,99.0,0.0,10.7,6.9,155.0
2019-11-26,8.6,9.5,121.8,6.6,98.0,0.0,12.4,9.1,149.0
2019-11-27,8.7,9.0,197.8,3.2,100.0,0.4,10.6,8.6,212.0
2019-11-28,8.2,7.6,106.3,4.0,94.0,0.0,8.7,7.3,156.0
2019-11-29,6.5,2.1,445.7,0.0,96.0,6.4,6.2,1.0,72.0
2019-11-30,4.5,-0.7,397.4,0.4,100.0,5.3,6.4,-2.2,172.0
2019-12-01,5.1,2.8,306.2,0.0,91.0,3.3,6.1,-0.6,171.0
2019-12-02,3.8,0.0,420.3,0.2,88.0,6.3,4.6,-1.6,117.0
2019-12-03,4.3,2.7,278.7,0.0,94.0,2.7,7.7,0.0,76.0
2019-12-04,3.7,-1.0,363.7,0.2,100.0,5.3,8.0,-1.9,74.0
2019-12-05,3.2,2.0,267.8,6.2,100.0,2.8,10.9,-2.3,338.0
2019-12-06,6.5,10.9,142.6,0.8,97.0,0.3,12.3,2.0,316.0
2019-12-07,6.1,8.0,198.3,2.8,83.0,0.6,10.9,6.1,349.0
2019-12-08,7.2,8.7,298.4,1.2,78.0,3.9,9.8,7.6,398.0
2019-12-09,6.1,6.8,358.8,0.0,77.0,5.1,8.3,4.8,229.0
2019-12-10,4.3,7.0,67.9,7.6,89.0,0.0,11.0,-1.1,317.0
2019-12-11,4.9,2.2,335.8,0.6,99.0,4.7,7.7,1.1,172.0
2019-12-12,4.0,3.6,68.3,19.2,95.0,0.0,8.1,-0.6,280.0
2019-12-13,5.6,6.1,198.6,0.6,82.0,1.0,7.6,3.7,330.0
2019-12-14,4.8,4.0,306.6,8.4,83.0,4.0,7.3,3.5,332.0
2019-12-15,4.8,4.6,298.7,12.0,86.0,3.5,9.1,3.6,238.0
2019-12-16,5.0,5.5,185.5,1.6,96.0,1.3,7.1,4.5,68.0
2019-12-17,5.6,5.3,114.7,2.8,99.0,0.0,6.6,5.0,88.0
2019-12-18,5.0,2.0,287.1,11.8,100.0,3.0,10.9,0.2,236.0
2019-12-19,7.1,10.8,115.2,11.6,96.0,0.4,12.2,1.7,204.0
2019-12-20,7.3,8.0,140.0,6.0,100.0,0.4,9.4,7.8,191.0
2019-12-21,6.3,6.1,224.7,7.6,96.0,2.5,9.2,3.4,212.0
2019-12-22,6.9,6.9,278.2,0.2,94.0,3.8,8.6,6.1,230.0
2019-12-23,5.8,7.2,287.2,2.0,82.0,3.6,9.4,4.1,208.0
2019-12-24,6.1,8.6,228.8,1.8,88.0,2.2,10.5,5.3,223.0
2019-12-25,5.5,3.3,357.2,0.8,91.0,5.8,7.2,2.6,131.0
2019-12-26,4.5,4.8,57.4,4.2,95.0,0.0,8.9,-0.9,272.0
2019-12-27,6.0,6.4,99.1,0.8,92.0,0.0,7.5,4.8,86.0
2019-12-28,6.5,7.5,145.5,0.0,100.0,0.0,8.4,5.2,197.0
2019-12-29,6.5,6.4,300.9,0.0,90.0,3.8,8.5,6.2,237.0
2019-12-30,5.8,4.9,344.5,0.2,99.0,4.6,10.3,4.1,153.0
2019-12-31,5.8,6.7,57.0,0.4,97.0,0.0,7.9,2.3,183.0
2020-01-01,5.5,2.8,103.4,0.2,99.0,0.0,6.9,2.4,116.0
2020-01-02,6.2,6.9,140.1,9.8,98.0,0.1,10.2,2.8,318.0
2020-01-03,7.4,8.2,301.6,0.0,89.0,3.6,8.2,6.9,218.0
2020-01-04,5.3,4.4,283.5,0.2,89.0,2.5,8.2,2.0,164.0
2020-01-05,6.1,5.9,118.0,0.2,98.0,0.0,7.7,4.4,223.0
2020-01-06,6.2,5.9,155.7,0.6,83.0,0.4,8.4,5.7,236.0
2020-01-07,5.7,6.9,175.4,0.2,99.0,0.9,12.2,3.7,326.0
2020-01-08,7.6,8.9,140.3,4.6,91.0,0.0,11.9,6.9,231.0
2020-01-09,8.1,10.7,327.6,6.8,84.0,3.1,11.8,7.8,257.0
2020-01-10,6.8,4.7,332.7,0.2,85.0,3.7,10.0,4.5,206.0
2020-01-11,6.2,8.4,163.4,4.4,87.0,0.7,10.4,1.8,421.0
2020-01-12,7.6,9.4,253.3,0.6,92.0,1.7,10.1,8.2,209.0
2020-01-13,5.8,6.6,188.7,7.0,98.0,0.5,9.9,2.8,319.0
2020-01-14,6.0,7.1,114.1,20.2,88.0,0.0,12.7,5.5,429.0
2020-01-15,7.6,6.3,257.6,0.0,91.0,2.7,8.1,6.3,191.0
2020-01-16,5.9,7.2,221.5,10.4,91.0,0.9,11.1,4.0,264.0
2020-01-17,7.2,6.9,233.4,0.0,94.0,1.9,8.2,6.7,238.0
2020-01-18,4.9,2.2,468.3,0.2,87.0,6.3,6.4,1.2,144.0
2020-01-19,3.7,0.1,493.9,0.2,90.0,6.7,6.6,-0.8,90.0
2020-01-20,3.5,1.5,383.3,0.0,91.0,4.0,7.3,-1.3,87.0
2020-01-21,2.7,1.0,492.2,0.4,100.0,6.4,6.6,-1.7,92.0
2020-01-22,3.8,4.4,123.4,0.4,100.0,0.0,7.2,0.3,57.0
2020-01-23,5.1,6.3,81.6,0.2,94.0,0.0,7.0,4.4,51.0
2020-01-24,5.4,5.1,90.1,0.0,99.0,0.0,6.5,4.9,79.0
2020-01-25,5.5,4.7,113.7,0.2,90.0,0.0,6.9,4.5,142.0
2020-01-26,5.6,6.8,189.7,4.2,94.0,0.2,9.3,4.8,259.0
2020-01-27,5.9,6.1,215.2,7.8,94.0,1.5,8.0,6.1,227.0
2020-01-28,4.8,2.7,512.4,0.0,82.0,5.0,6.8,1.8,315.0
2020-01-29,4.0,2.1,596.7,0.0,89.0,6.6,8.7,1.9,269.0
2020-01-30,5.3,7.7,99.9,0.4,99.0,0.0,11.8,2.1,291.0
2020-01-31,6.3,9.0,166.9,0.4,98.0,0.1,11.1,7.7,362.0
2020-02-01,7.0,8.6,459.2,6.0,79.0,4.0,10.7,8.4,297.0
2020-02-02,6.3,10.0,368.5,0.0,99.0,1.9,12.0,4.9,400.0
2020-02-03,6.5,8.4,346.6,0.0,83.0,3.0,10.4,7.6,333.0
2020-02-04,5.3,5.0,335.1,0.0,73.0,2.5,8.1,3.6,220.0
2020-02-05,4.7,0.5,578.8,0.2,100.0,5.7,8.3,0.0,68.0
2020-02-06,3.9,-0.4,699.2,0.2,100.0,7.8,9.1,-2.4,70.0
2020-02-07,3.6,1.6,671.2,1.4,100.0,6.3,10.0,-1.0,219.0
2020-02-08,5.6,7.0,583.7,0.6,86.0,5.4,10.7,1.7,442.0
2020-02-09,6.2,10.6,110.8,13.6,91.0,0.1,12.4,6.7,645.0
2020-02-10,5.8,5.9,472.0,4.2,70.0,3.9,8.4,4.4,544.0
2020-02-11,4.5,4.2,615.1,0.0,67.0,5.2,6.7,2.8,423.0
2020-02-12,3.8,3.8,724.8,10.2,76.0,6.7,7.7,1.6,273.0
2020-02-13,4.8,5.4,447.1,0.2,94.0,2.8,8.9,3.3,209.0
2020-02-14,4.4,3.5,564.6,7.6,92.0,4.7,11.0,0.7,323.0
2020-02-15,6.8,10.7,126.9,21.6,96.0,0.0,12.8,3.6,610.0
2020-02-16,8.2,9.3,153.2,9.4,94.0,0.2,10.1,8.9,420.0
2020-02-17,5.8,6.1,661.1,0.0,74.0,5.3,10.3,4.4,345.0
2020-02-18,5.2,5.1,531.5,2.0,86.0,3.2,9.3,2.1,359.0
2020-02-19,4.9,4.0,275.8,2.2,84.0,0.2,9.2,2.1,331.0
2020-02-20,6.3,9.2,247.7,5.8,88.0,0.7,9.4,4.0,358.0
2020-02-21,5.0,5.0,388.9,0.0,86.0,1.1,10.4,2.1,499.0
2020-02-22,6.3,10.3,576.9,4.8,91.0,3.2,12.3,5.0,481.0
2020-02-23,7.3,12.2,482.2,2.8,90.0,1.4,13.2,7.3,279.0
2020-02-24,6.7,9.9,186.9,3.6,90.0,0.0,11.1,4.4,370.0
2020-02-25,5.9,5.6,624.4,2.4,82.0,3.4,7.8,3.2,351.0
2020-02-26,5.0,3.1,843.6,3.6,81.0,6.1,7.2,1.1,229.0
2020-02-27,4.8,0.3,735.7,4.4,99.0,4.4,6.6,0.3,236.0
